target,experiment,algorithm,split,threshold,accuracy,precision,recall,f1,avg_precision,roc_auc,positive_rate,predicted_positive_rate,n_rows,n_positive,top_10_precision,top_10_recall,top_20pct_precision,top_20pct_recall,forecast_window_weeks,forecast_window_label
y_next_violence_against_civilians_any,model1_non_acled_only,lightgbm,test,0.45,0.9430455635491608,0.4883720930232558,0.4516129032258064,0.4692737430167598,0.3819578200119702,0.8593275302952722,0.0557553956834532,0.0515587529976019,1668,93,0.3999999999999999,0.5199915824915825,0.2083333333333333,0.7559132996632996,1,next_week
y_next_violence_against_civilians_any,model1_non_acled_only,catboost,test,0.2,0.9496402877697842,0.5542168674698795,0.4946236559139785,0.5227272727272727,0.4838523958587937,0.881457586618877,0.0557553956834532,0.0497601918465227,1668,93,0.4333333333333333,0.5643728956228956,0.2261904761904761,0.8230098605098606,1,next_week
y_next_violence_against_civilians_any,model1_non_acled_only,gru,test,0.9,0.9496402877697842,0.5584415584415584,0.4623655913978494,0.5058823529411764,0.440992576233435,0.9048233486943164,0.0557553954422473,0.0461630695443645,1668,93,0.4166666666666667,0.5440656565656565,0.2202380952380952,0.7977122414622415,1,next_week
y_next_violence_against_civilians_any,model2_plus_lagged_acled,linear,test,0.85,0.9166666666666666,0.3486842105263157,0.5698924731182796,0.4326530612244898,0.353916490366068,0.8700256016385048,0.0557553956834532,0.0911270983213429,1668,93,0.3916666666666666,0.5182720057720058,0.2083333333333333,0.7539261664261664,1,next_week
y_next_violence_against_civilians_any,model2_plus_lagged_acled,lightgbm,test,0.45,0.9424460431654677,0.4805194805194805,0.3978494623655914,0.4352941176470588,0.3851847642414088,0.840552995391705,0.0557553956834532,0.0461630695443645,1668,93,0.4083333333333334,0.5262746512746512,0.2053571428571428,0.7484698172198172,1,next_week
y_next_violence_against_civilians_any,model2_plus_lagged_acled,catboost,test,0.2,0.9490407673860912,0.5487804878048781,0.4838709677419355,0.5142857142857142,0.4853890070788961,0.9136712749615976,0.0557553956834532,0.0491606714628297,1668,93,0.45,0.5802819865319866,0.2410714285714285,0.8715879028379029,1,next_week
y_next_violence_against_civilians_any,model2_plus_lagged_acled,gru,test,0.8,0.9382494004796164,0.4553571428571428,0.5483870967741935,0.4975609756097561,0.4204398972866583,0.9025567502986858,0.0557553954422473,0.0671462829736211,1668,93,0.4166666666666667,0.5379178691678692,0.2232142857142856,0.8044612794612794,1,next_week
y_next_air_drone_any,naive_baseline,naive,test,0.5,0.854916067146283,0.7713248638838476,0.7855822550831792,0.7783882783882784,0.6754834904799926,0.8368905064235772,0.3243405275779376,0.3303357314148681,1668,541,0.85,0.1899309438085027,0.7976190476190476,0.5003406311955197,1,next_week
y_next_air_drone_any,model1_non_acled_only,linear,test,0.6,0.7823741007194245,0.7069767441860465,0.5619223659889094,0.6261585993820803,0.7687735799085508,0.8416058861059493,0.3243405275779376,0.2577937649880096,1668,541,0.9916666666666668,0.2224003416967543,0.7827380952380952,0.489096773250359,1,next_week
y_next_air_drone_any,model1_non_acled_only,lightgbm,test,0.65,0.8764988009592326,0.8764044943820225,0.7208872458410351,0.7910750507099391,0.894967329143493,0.925183735794406,0.3243405275779376,0.2667865707434053,1668,541,0.9916666666666668,0.2224003416967543,0.9761904761904762,0.6123573249590991,1,next_week
